Year,Month,Manufacturer,Model,Sales,Region
2011,August,Toyota,SUV,2590,Hokkaido
2010,May,Subaru,Sedan,3010,Chubu
2019,April,Toyota,Convertible,3240,Kanto
2012,January,Nissan,SUV,3649,Chugoku
2017,May,Nissan,Hatchback,2721,Hokkaido
2010,October,Honda,Convertible,4071,Hokkaido
2013,June,Honda,SUV,4050,Shikoku
2020,July,Toyota,Hatchback,3139,Shikoku
2024,March,Honda,Convertible,1441,Chugoku
2024,June,Mazda,Sedan,3195,Tohoku
2019,October,Toyota,Sedan,3973,Kanto
2020,December,Toyota,SUV,2875,Hokkaido
2014,August,Subaru,Convertible,3640,Kanto
2017,March,Subaru,Truck,4326,Chubu
2016,March,Honda,Hatchback,2681,Kanto
2014,June,Subaru,Convertible,2660,Chugoku
2018,April,Toyota,Sedan,3471,Tohoku
2019,August,Mazda,Truck,3711,Hokkaido
2014,June,Mazda,Truck,2732,Kansai
2015,October,Nissan,Truck,3369,Tohoku
2010,November,Subaru,SUV,4857,Hokkaido
2014,December,Subaru,Truck,2737,Chugoku
2024,December,Honda,Convertible,4489,Kyushu
2022,April,Honda,Convertible,3503,Chubu
2010,April,Subaru,Truck,2647,Chubu
2017,September,Mazda,Sedan,2631,Chubu
2010,February,Mazda,Sedan,4126,Chubu
2021,December,Nissan,Sedan,1682,Kanto
2024,August,Toyota,Sedan,4478,Tohoku
2013,December,Mazda,Sedan,3662,Chugoku
2016,August,Honda,SUV,3852,Kyushu
2013,April,Mazda,Truck,4373,Chugoku
2011,January,Nissan,SUV,4521,Shikoku
2013,July,Honda,SUV,1910,Kanto
2010,February,Toyota,Sedan,3739,Kyushu
2016,September,Honda,Hatchback,3672,Kyushu
2016,September,Subaru,Hatchback,3412,Tohoku
2019,September,Honda,SUV,2520,Kyushu
2011,January,Honda,Hatchback,1514,Kanto
2024,January,Nissan,SUV,3490,Tohoku
2023,July,Nissan,Hatchback,2151,Chubu
2016,July,Nissan,Truck,4648,Tohoku
2019,October,Subaru,Convertible,3823,Chubu
2010,March,Nissan,Convertible,1541,Tohoku
2021,November,Honda,Truck,1072,Hokkaido
2015,March,Toyota,Truck,4085,Shikoku
2023,June,Mazda,Truck,1030,Tohoku
2019,May,Nissan,SUV,1086,Chugoku
2023,December,Nissan,Truck,2223,Kyushu
2023,August,Honda,Sedan,3010,Kansai
2015,February,Honda,Hatchback,3244,Kyushu
2012,March,Subaru,Truck,1283,Kanto
2019,December,Nissan,Truck,4790,Kansai
2015,June,Toyota,Convertible,3598,Tohoku
2010,July,Honda,SUV,4985,Chugoku
2012,March,Nissan,Convertible,3761,Tohoku
2018,October,Honda,Convertible,1015,Chubu
2011,April,Toyota,Convertible,4068,Chubu
2014,May,Toyota,Truck,4471,Kansai
2020,January,Mazda,Convertible,4399,Kanto
2010,November,Nissan,Sedan,4343,Kanto
2011,February,Nissan,Hatchback,1585,Hokkaido
2013,June,Toyota,Hatchback,3556,Kansai
2015,March,Toyota,Hatchback,3928,Kanto
2010,March,Honda,SUV,3171,Chugoku
2021,November,Honda,Convertible,3226,Kansai
2023,January,Mazda,SUV,4660,Tohoku
2024,May,Toyota,Convertible,2021,Hokkaido
2023,January,Subaru,Sedan,4611,Kyushu
2015,May,Toyota,Hatchback,3740,Kyushu
2014,January,Toyota,SUV,2599,Kyushu
2015,September,Toyota,Sedan,4003,Kyushu
2023,February,Mazda,Sedan,4500,Chugoku
2020,September,Nissan,Hatchback,4051,Kansai
2019,November,Toyota,Truck,3609,Tohoku
2014,May,Toyota,Hatchback,2626,Chubu
2015,June,Honda,SUV,1432,Chugoku
2021,February,Nissan,Sedan,2980,Shikoku
2018,August,Nissan,Convertible,4762,Hokkaido
2011,November,Nissan,Truck,2068,Kanto
2019,August,Subaru,Sedan,2767,Chubu
2011,December,Subaru,Sedan,3827,Tohoku
2016,March,Subaru,Convertible,3213,Shikoku
2023,May,Toyota,SUV,2713,Hokkaido
2019,April,Subaru,Sedan,1848,Shikoku
2022,February,Nissan,Convertible,1082,Hokkaido
2017,April,Honda,Truck,3799,Shikoku
2018,May,Mazda,Hatchback,3271,Kanto
2023,August,Nissan,Truck,1817,Hokkaido
2021,May,Honda,Convertible,1883,Tohoku
2015,August,Subaru,Convertible,1936,Kanto
2014,April,Nissan,SUV,3284,Tohoku
2022,July,Toyota,Sedan,2479,Chubu
2022,June,Honda,SUV,2920,Kansai
2010,June,Subaru,Hatchback,1942,Tohoku
2010,February,Honda,Hatchback,3939,Kyushu
2023,June,Mazda,Sedan,1182,Shikoku
2024,September,Subaru,Convertible,1378,Chubu
2011,October,Honda,Sedan,4737,Shikoku
2010,December,Nissan,SUV,2411,Tohoku
2014,April,Honda,Truck,3871,Hokkaido
2020,February,Honda,Truck,4430,Kansai
2024,January,Honda,Hatchback,3548,Shikoku
2017,December,Mazda,Truck,2727,Chugoku
2023,May,Honda,Sedan,2825,Shikoku
2023,July,Mazda,Convertible,3519,Chubu
2016,March,Subaru,Truck,4474,Shikoku
2018,April,Subaru,Hatchback,3015,Chubu
2022,October,Subaru,Sedan,3830,Chugoku
2023,October,Subaru,SUV,2922,Chugoku
2022,August,Subaru,Truck,2707,Kanto
2021,February,Honda,SUV,3026,Kansai
2013,October,Subaru,Sedan,3379,Hokkaido
2010,February,Nissan,SUV,4140,Chubu
2022,February,Nissan,Convertible,3242,Hokkaido
2017,October,Toyota,Convertible,3052,Tohoku
2014,July,Mazda,Truck,1791,Kansai
2022,April,Nissan,Truck,2901,Shikoku
2023,August,Subaru,Sedan,3638,Chugoku
2020,February,Toyota,SUV,1209,Tohoku
2010,August,Toyota,Sedan,4425,Chubu
2011,March,Subaru,Truck,2632,Chubu
2014,June,Honda,Convertible,3828,Chubu
2012,December,Nissan,Hatchback,1004,Chugoku
2011,September,Mazda,Truck,3305,Chugoku
2017,December,Nissan,Sedan,1489,Hokkaido
2019,December,Nissan,Convertible,4640,Kanto
2010,November,Mazda,SUV,1001,Kanto
2012,November,Toyota,Truck,2612,Chugoku
2013,February,Mazda,Sedan,2297,Tohoku
2017,October,Honda,Hatchback,1855,Kyushu
2020,October,Toyota,Hatchback,2025,Shikoku
2010,February,Toyota,SUV,1781,Chugoku
2014,May,Mazda,SUV,3204,Shikoku
2016,March,Mazda,SUV,3016,Kansai
2013,November,Subaru,Truck,4101,Chubu
2012,November,Nissan,Hatchback,3137,Hokkaido
2014,January,Mazda,Truck,4728,Chubu
2017,February,Nissan,Sedan,4124,Kansai
2012,May,Mazda,Truck,2442,Chugoku
2024,January,Subaru,Convertible,2472,Chubu
2021,June,Mazda,Hatchback,1965,Chubu
2022,October,Mazda,Convertible,4184,Shikoku
2015,November,Subaru,Sedan,4832,Chubu
2010,June,Mazda,SUV,1307,Kanto
2022,November,Toyota,Sedan,1999,Kansai
2014,October,Nissan,Sedan,3098,Kanto
2010,September,Honda,Sedan,3497,Shikoku
2014,February,Subaru,Hatchback,2264,Shikoku
2012,March,Subaru,Truck,2754,Kanto
2016,December,Honda,Truck,3644,Kanto
2024,August,Toyota,SUV,4590,Kansai
2019,November,Mazda,SUV,1629,Kyushu
2023,February,Toyota,SUV,3548,Kansai
2022,July,Toyota,Convertible,1888,Tohoku
2022,October,Mazda,SUV,3185,Kansai
2023,December,Toyota,Hatchback,2215,Tohoku
2015,June,Honda,Convertible,4511,Chubu
2021,September,Subaru,SUV,3894,Kanto
2010,June,Mazda,Sedan,3718,Chubu
2015,April,Subaru,Sedan,4237,Chugoku
2013,February,Honda,Sedan,2481,Kyushu
2019,August,Mazda,Truck,2024,Chubu
2016,October,Toyota,SUV,3749,Hokkaido
2024,August,Honda,Sedan,2647,Chugoku
2024,August,Honda,Convertible,3095,Chubu
2024,January,Subaru,Hatchback,3586,Shikoku
2021,December,Mazda,Hatchback,1918,Chubu
2010,April,Nissan,Truck,3654,Kyushu
2021,January,Honda,Convertible,1208,Tohoku
2014,June,Subaru,Hatchback,2161,Chugoku
2017,November,Subaru,Sedan,1130,Tohoku
2024,February,Honda,Hatchback,1281,Kanto
2022,February,Honda,Sedan,4888,Kansai
2017,July,Honda,SUV,4748,Kanto
2012,May,Subaru,Hatchback,4933,Shikoku
2014,September,Nissan,Sedan,1091,Shikoku
2014,May,Subaru,Truck,1620,Kansai
2016,November,Honda,Sedan,1811,Hokkaido
2014,June,Honda,Hatchback,2924,Tohoku
2015,January,Mazda,Convertible,4205,Chugoku
2014,November,Toyota,Truck,1469,Kyushu
2011,December,Mazda,Convertible,3959,Kyushu
2022,September,Honda,Sedan,3365,Chubu
2016,August,Subaru,SUV,3826,Kansai
2024,April,Subaru,Hatchback,2547,Chugoku
2021,March,Nissan,SUV,2774,Hokkaido
2023,April,Mazda,Truck,1376,Hokkaido
2013,December,Subaru,Convertible,4091,Hokkaido
2015,November,Nissan,Hatchback,1593,Tohoku
2018,March,Toyota,SUV,3215,Chugoku
2022,December,Nissan,Truck,3007,Chugoku
2020,May,Toyota,Convertible,3239,Shikoku
2019,July,Honda,Sedan,1944,Kanto
2013,March,Mazda,Convertible,4483,Hokkaido
2017,March,Nissan,Hatchback,2944,Chubu
2023,July,Subaru,SUV,3277,Chugoku
2019,January,Nissan,Truck,1391,Hokkaido
2010,March,Mazda,Hatchback,3449,Hokkaido
2017,March,Subaru,SUV,4452,Kanto
2015,February,Honda,Sedan,2777,Chubu
2010,September,Toyota,Hatchback,1466,Kanto
2023,September,Subaru,Convertible,2810,Kansai
2015,August,Honda,Truck,4320,Kansai
2024,September,Mazda,Convertible,4609,Kansai
2018,April,Nissan,SUV,3985,Kanto
2019,July,Nissan,Hatchback,3180,Hokkaido
2016,December,Nissan,Sedan,1238,Kansai
2022,April,Nissan,Sedan,4175,Tohoku
2015,June,Nissan,Truck,4742,Kansai
2016,March,Honda,Truck,1125,Tohoku
2019,February,Mazda,SUV,3397,Kansai
2019,April,Toyota,Truck,3827,Kanto
2023,August,Honda,Convertible,1703,Shikoku
2016,April,Honda,Sedan,2659,Tohoku
2022,September,Nissan,SUV,3205,Tohoku
2015,August,Toyota,Hatchback,3916,Shikoku
2020,February,Toyota,SUV,4490,Hokkaido
2013,December,Nissan,Convertible,1353,Chugoku
2013,March,Subaru,Convertible,2582,Tohoku
2011,July,Mazda,Hatchback,4982,Tohoku
2017,January,Mazda,Sedan,2306,Kyushu
2018,July,Nissan,SUV,4329,Shikoku
2022,March,Honda,Hatchback,4544,Kansai
2021,August,Nissan,Hatchback,4859,Hokkaido
2016,April,Toyota,Sedan,4978,Hokkaido
2024,July,Nissan,Truck,1947,Chugoku
2018,August,Mazda,Sedan,4044,Shikoku
2023,January,Subaru,Truck,3730,Chugoku
2016,December,Subaru,SUV,1683,Shikoku
2018,September,Honda,Convertible,3137,Shikoku
2015,November,Nissan,Hatchback,1096,Shikoku
2020,July,Honda,Convertible,3138,Kansai
2016,July,Toyota,Hatchback,3116,Chubu
2017,January,Honda,SUV,1146,Chugoku
2014,October,Honda,Hatchback,3789,Chubu
2016,November,Toyota,Convertible,2177,Kanto
2011,June,Toyota,SUV,4132,Kanto
2013,March,Nissan,Hatchback,2807,Kansai
2013,May,Toyota,Sedan,2452,Hokkaido
2011,January,Honda,Truck,4939,Kanto
2013,February,Honda,Truck,1566,Kansai
2014,November,Toyota,Convertible,1191,Hokkaido
2022,January,Honda,Truck,4481,Chubu
2016,March,Mazda,Convertible,4716,Kanto
2019,April,Mazda,Convertible,3407,Shikoku
2019,December,Mazda,Sedan,1317,Hokkaido
2021,February,Toyota,Truck,1427,Tohoku
2018,June,Subaru,Truck,1425,Kanto
2014,December,Mazda,Convertible,2854,Kanto
2024,February,Mazda,SUV,1475,Kyushu
2021,July,Mazda,Hatchback,4421,Chugoku
2013,April,Honda,Sedan,1656,Kanto
2012,January,Mazda,Sedan,2888,Tohoku
2018,August,Mazda,SUV,4126,Chubu
2021,March,Mazda,Truck,1367,Chugoku
2023,April,Nissan,Hatchback,3096,Tohoku
2011,November,Mazda,Convertible,2582,Kyushu
2024,July,Subaru,Truck,2029,Chugoku
2014,June,Toyota,Truck,3993,Shikoku
2010,November,Nissan,Hatchback,2956,Tohoku
2011,March,Toyota,Sedan,2566,Hokkaido
2010,January,Toyota,Hatchback,1612,Kyushu
2021,October,Nissan,Hatchback,2068,Hokkaido
2012,February,Toyota,SUV,2605,Shikoku
2013,November,Nissan,SUV,3260,Shikoku
2010,November,Subaru,Truck,2733,Shikoku
2019,January,Subaru,Convertible,4437,Hokkaido
2022,January,Subaru,Sedan,2521,Chugoku
2019,October,Toyota,Convertible,2119,Shikoku
2010,August,Honda,Convertible,4177,Chubu
2023,January,Toyota,Hatchback,2665,Hokkaido
2010,August,Mazda,Convertible,4181,Hokkaido
2023,July,Toyota,Truck,4225,Chubu
2022,August,Mazda,Hatchback,3571,Hokkaido
2015,October,Nissan,Sedan,2868,Chubu
2017,August,Mazda,Sedan,1792,Tohoku
2017,June,Honda,Convertible,3132,Kyushu
2017,August,Honda,Sedan,3669,Tohoku
2018,July,Nissan,Truck,1382,Shikoku
2010,June,Honda,Truck,4299,Shikoku
2023,January,Mazda,Sedan,3606,Shikoku
2011,November,Toyota,Sedan,4858,Kanto
2020,August,Honda,Hatchback,2564,Kyushu
2013,August,Honda,SUV,2485,Kyushu
2015,November,Honda,Hatchback,2687,Chugoku
2024,September,Toyota,SUV,4497,Hokkaido
2022,June,Nissan,Sedan,1440,Tohoku
2012,August,Mazda,Sedan,3430,Tohoku
2017,September,Mazda,Truck,2656,Kanto
2011,August,Honda,Truck,2340,Hokkaido
2018,December,Subaru,Sedan,4392,Kansai
2024,November,Subaru,Truck,2915,Hokkaido
2017,September,Mazda,Convertible,3147,Hokkaido
2016,May,Nissan,Truck,1608,Chugoku
2023,February,Nissan,SUV,1204,Kansai
2017,September,Subaru,SUV,2706,Kyushu
2024,September,Mazda,Convertible,1364,Kyushu
2019,October,Subaru,Sedan,4142,Chugoku
2022,October,Mazda,Hatchback,3304,Kyushu
2016,June,Subaru,Hatchback,4885,Chugoku
2017,February,Nissan,Sedan,3922,Tohoku
2012,November,Toyota,Hatchback,4077,Shikoku
2021,May,Mazda,Truck,1591,Hokkaido
2016,July,Honda,Convertible,2212,Shikoku
2022,January,Nissan,Convertible,2299,Chubu
2019,September,Mazda,SUV,3757,Shikoku
2011,November,Subaru,Sedan,2543,Chubu
2021,January,Honda,Truck,2868,Hokkaido
2020,January,Mazda,Sedan,3626,Hokkaido
2012,May,Subaru,Hatchback,1084,Kyushu
2013,October,Mazda,SUV,3107,Chugoku
2010,May,Mazda,Hatchback,4517,Kanto
2021,April,Toyota,Truck,4055,Kyushu
2023,January,Subaru,Truck,3791,Kanto
2015,March,Subaru,SUV,2126,Chubu
2012,December,Honda,Convertible,2050,Hokkaido
2017,January,Nissan,Hatchback,2649,Chugoku
2016,April,Honda,Convertible,2830,Kansai
2010,September,Toyota,Sedan,3527,Chubu
2020,May,Toyota,Hatchback,2297,Shikoku
2015,December,Toyota,SUV,4665,Hokkaido
2017,February,Mazda,Sedan,3384,Chugoku
2010,December,Mazda,Truck,3397,Hokkaido
2017,February,Nissan,Hatchback,4471,Chugoku
2015,December,Subaru,Convertible,3951,Hokkaido
2018,June,Subaru,SUV,4656,Tohoku
2021,December,Toyota,Truck,3357,Chubu
2024,August,Mazda,Convertible,4588,Chubu
2022,February,Toyota,Convertible,3717,Shikoku
2013,December,Nissan,Hatchback,2853,Shikoku
2014,June,Mazda,Convertible,3384,Chugoku
2022,October,Subaru,Truck,2452,Kansai
2018,January,Honda,Hatchback,1005,Chubu
2024,June,Subaru,Truck,1477,Chugoku
2014,May,Mazda,Sedan,1780,Shikoku
2010,September,Mazda,Sedan,1943,Tohoku
2023,July,Mazda,Truck,3620,Kanto
2020,December,Subaru,SUV,2339,Tohoku
2017,April,Subaru,Sedan,2027,Hokkaido
2016,July,Subaru,SUV,4800,Kansai
2011,September,Nissan,Hatchback,1937,Tohoku
2021,December,Toyota,Truck,4603,Shikoku
2017,September,Mazda,Hatchback,3910,Hokkaido
2017,August,Subaru,Sedan,3784,Chubu
2022,September,Subaru,Convertible,3967,Chubu
2016,October,Toyota,Sedan,4848,Tohoku
2022,January,Mazda,SUV,1039,Shikoku
2023,May,Subaru,Truck,4124,Chugoku
2017,April,Honda,Truck,2230,Shikoku
2021,October,Subaru,Sedan,2645,Chugoku
2020,February,Nissan,Convertible,2227,Kansai
2023,April,Mazda,Sedan,4067,Hokkaido
2015,April,Mazda,Hatchback,3372,Hokkaido
2014,August,Honda,Sedan,4364,Chubu
2024,August,Mazda,Truck,2005,Kansai
2010,June,Mazda,SUV,1895,Tohoku
2014,December,Mazda,Sedan,1165,Kanto
2015,March,Toyota,Hatchback,4581,Shikoku
2020,April,Nissan,Convertible,1035,Chubu
2013,August,Nissan,Hatchback,1193,Chugoku
2012,August,Toyota,Sedan,4456,Tohoku
2017,January,Subaru,Truck,4034,Shikoku
2023,January,Mazda,SUV,3690,Tohoku
2012,November,Nissan,SUV,3659,Kyushu
2020,April,Toyota,SUV,3674,Chugoku
2017,November,Toyota,Hatchback,2762,Chubu
2015,May,Mazda,Hatchback,3057,Chubu
2010,February,Honda,Hatchback,3122,Hokkaido
2013,November,Toyota,Sedan,4305,Shikoku
2024,March,Nissan,Hatchback,2672,Hokkaido
2010,October,Mazda,SUV,2876,Tohoku
2024,June,Mazda,SUV,2293,Tohoku
2011,November,Mazda,Convertible,4685,Hokkaido
2022,January,Mazda,Truck,4523,Kansai
2012,December,Toyota,SUV,4171,Hokkaido
2023,November,Toyota,Sedan,3327,Kyushu
2012,November,Nissan,SUV,2046,Kanto
2010,September,Nissan,Truck,4102,Tohoku
2019,March,Honda,Convertible,3864,Hokkaido
2012,December,Toyota,Truck,2465,Hokkaido
2010,April,Toyota,SUV,4542,Chugoku
2011,March,Mazda,Truck,1551,Tohoku
2023,April,Mazda,Convertible,3044,Kanto
2020,June,Nissan,Convertible,2214,Tohoku
2023,January,Subaru,SUV,2939,Chubu
2014,January,Nissan,Hatchback,3406,Chugoku
2015,October,Subaru,Convertible,1055,Chugoku
2016,April,Subaru,SUV,4413,Shikoku
2021,April,Nissan,Sedan,4468,Kanto
2012,February,Subaru,Hatchback,3521,Hokkaido
2010,January,Subaru,SUV,2214,Tohoku
2019,April,Nissan,SUV,3079,Kanto
2011,December,Toyota,Truck,2863,Kansai
2021,October,Subaru,SUV,1307,Kyushu
2016,April,Mazda,Convertible,1987,Kyushu
2022,August,Nissan,SUV,3811,Kanto
2016,July,Subaru,SUV,3154,Chugoku
2019,January,Honda,Sedan,3327,Kyushu
2022,July,Nissan,Hatchback,4636,Kyushu
2011,June,Toyota,Truck,4028,Hokkaido
2024,February,Honda,Convertible,1047,Kanto
2015,November,Toyota,Truck,4353,Kansai
2010,September,Subaru,Hatchback,1702,Chugoku
2016,June,Toyota,Sedan,3882,Shikoku
2013,January,Mazda,SUV,2447,Kyushu
2015,July,Honda,Truck,3891,Kyushu
2017,September,Toyota,Sedan,4024,Tohoku
2013,June,Toyota,SUV,3095,Shikoku
2015,February,Toyota,Truck,1440,Kansai
2020,July,Mazda,SUV,2287,Kanto
2024,August,Subaru,Convertible,4670,Kansai
2015,November,Nissan,Truck,3277,Tohoku
2022,August,Nissan,Hatchback,4227,Kansai
2022,July,Honda,SUV,3396,Kansai
2022,December,Subaru,Truck,2100,Kyushu
2013,August,Subaru,SUV,2584,Hokkaido
2016,February,Nissan,Hatchback,3628,Kansai
2018,December,Nissan,SUV,2136,Shikoku
2018,September,Nissan,Hatchback,3516,Tohoku
2021,December,Mazda,Hatchback,2724,Chubu
2020,September,Subaru,Sedan,2721,Kyushu
2017,April,Toyota,SUV,2654,Kansai
2013,January,Mazda,SUV,3597,Tohoku
2023,August,Toyota,Hatchback,3063,Kansai
2013,March,Subaru,Sedan,4626,Tohoku
2015,December,Subaru,SUV,1425,Shikoku
2021,January,Mazda,Hatchback,1977,Kansai
2013,September,Subaru,Sedan,2151,Kanto
2022,July,Mazda,Sedan,4717,Hokkaido
2021,November,Toyota,Sedan,2297,Kansai
2016,May,Honda,Truck,2781,Chugoku
2013,December,Toyota,Truck,3139,Chugoku
2019,June,Honda,Convertible,1684,Kyushu
2023,March,Mazda,Hatchback,3244,Shikoku
2014,April,Subaru,Hatchback,1699,Chubu
2022,December,Nissan,Sedan,2261,Kyushu
2016,March,Toyota,Sedan,3402,Kyushu
2022,December,Subaru,SUV,4233,Kanto
2016,June,Subaru,Sedan,1552,Kansai
2024,May,Toyota,Truck,4410,Chugoku
2016,February,Subaru,Truck,2763,Shikoku
2012,December,Nissan,SUV,1875,Chubu
2014,July,Mazda,Convertible,3130,Shikoku
2024,June,Honda,Hatchback,3771,Shikoku
2022,April,Nissan,SUV,4341,Shikoku
2012,March,Toyota,SUV,2834,Chugoku
2022,July,Mazda,Convertible,1638,Chubu
2023,July,Subaru,Sedan,1749,Kyushu
2015,May,Honda,Sedan,1190,Hokkaido
2014,March,Mazda,Sedan,1829,Chubu
2014,June,Mazda,SUV,4326,Kansai
2024,December,Subaru,Hatchback,2704,Hokkaido
2022,July,Subaru,SUV,2899,Tohoku
2019,March,Honda,SUV,1130,Chugoku
2014,June,Subaru,Convertible,4694,Kanto
2012,March,Nissan,SUV,2284,Chubu
2023,July,Toyota,SUV,3072,Shikoku
2019,July,Mazda,SUV,1849,Tohoku
2021,October,Nissan,SUV,4160,Hokkaido
2013,January,Subaru,SUV,4595,Kyushu
2012,April,Toyota,Convertible,3755,Kyushu
2023,April,Toyota,Truck,3461,Tohoku
2021,July,Toyota,Truck,4179,Hokkaido
2023,December,Toyota,SUV,3484,Kansai
2020,December,Mazda,Hatchback,2368,Tohoku
2015,December,Honda,Hatchback,2602,Hokkaido
2017,April,Subaru,SUV,4211,Chubu
2014,April,Honda,Sedan,2013,Hokkaido
2014,April,Mazda,Hatchback,3196,Hokkaido
2017,June,Nissan,Hatchback,3193,Tohoku
2011,May,Subaru,Hatchback,1751,Kyushu
2016,September,Mazda,Sedan,4095,Tohoku
2019,November,Subaru,Truck,3049,Chugoku
2024,March,Nissan,Sedan,3390,Shikoku
2012,October,Toyota,SUV,3973,Chubu
2012,May,Honda,SUV,3665,Kyushu
2020,February,Toyota,Convertible,4489,Shikoku
2010,May,Nissan,Truck,1133,Kanto
2015,June,Subaru,Sedan,3241,Shikoku
2020,January,Mazda,Truck,2741,Hokkaido
2023,November,Nissan,Truck,4297,Hokkaido
2010,February,Subaru,Convertible,4158,Chugoku
2014,August,Nissan,Truck,1580,Tohoku
2015,July,Honda,Truck,4315,Chubu
2018,March,Toyota,Hatchback,3445,Kyushu
2013,September,Mazda,Truck,3884,Shikoku
2020,September,Nissan,Truck,1448,Shikoku
2013,February,Subaru,Sedan,4692,Kanto
2010,September,Mazda,SUV,4802,Shikoku
2015,May,Toyota,Convertible,3516,Hokkaido
2021,March,Subaru,Sedan,3208,Shikoku
2019,June,Toyota,Sedan,1854,Tohoku
2022,September,Mazda,Sedan,2464,Kansai
2024,June,Subaru,Convertible,4326,Kansai
2011,May,Honda,SUV,3488,Kanto
2022,January,Mazda,Truck,3778,Chubu
2015,September,Mazda,Truck,3989,Kansai
2020,August,Subaru,Hatchback,2978,Chugoku
2011,February,Subaru,SUV,3445,Kansai
2013,September,Toyota,Sedan,1995,Chugoku
2024,August,Honda,Hatchback,1021,Hokkaido
2024,September,Toyota,Truck,2304,Hokkaido
2011,July,Toyota,Convertible,2931,Tohoku
2012,September,Honda,Truck,2966,Shikoku
2013,January,Nissan,Hatchback,3684,Kyushu
2017,October,Mazda,Sedan,2019,Kanto
2014,August,Toyota,SUV,2269,Kansai
2021,November,Nissan,SUV,3883,Chugoku
2011,August,Nissan,Convertible,3181,Hokkaido
2022,December,Mazda,Truck,2842,Chugoku
2024,June,Honda,Sedan,3752,Kansai
2022,February,Honda,SUV,2345,Kansai
2010,September,Toyota,Sedan,4688,Hokkaido
2012,November,Honda,Convertible,1150,Chugoku
2021,June,Nissan,Convertible,4546,Shikoku
2013,July,Nissan,Hatchback,3326,Kyushu
2014,July,Honda,Hatchback,1004,Shikoku
2016,January,Toyota,SUV,1953,Hokkaido
2021,June,Subaru,Hatchback,3931,Chugoku
2015,June,Nissan,Sedan,2857,Kanto
2012,June,Toyota,Convertible,4868,Shikoku
2022,August,Nissan,Hatchback,1455,Shikoku
2017,June,Subaru,Truck,3375,Kansai
2021,April,Honda,Sedan,4244,Shikoku
2019,January,Subaru,Sedan,3776,Tohoku
2023,January,Honda,Hatchback,4685,Kansai
2013,February,Mazda,SUV,2040,Kansai
2023,July,Honda,Hatchback,3216,Kansai
2023,April,Subaru,Truck,2916,Kansai
2022,August,Nissan,Sedan,4084,Kyushu
2019,September,Honda,Sedan,1019,Tohoku
2023,April,Toyota,Truck,4119,Kyushu
2024,July,Toyota,Convertible,1852,Kansai
2022,October,Mazda,Sedan,4045,Chugoku
2014,October,Mazda,Sedan,1319,Tohoku
2024,December,Subaru,Hatchback,3811,Kyushu
2019,August,Honda,Convertible,2829,Hokkaido
2024,March,Nissan,Hatchback,2264,Chubu
2020,October,Honda,Sedan,3722,Kanto
2012,October,Nissan,Hatchback,3626,Shikoku
2022,February,Mazda,Sedan,2395,Chubu
2016,September,Toyota,SUV,3944,Kanto
2010,February,Nissan,Sedan,2642,Kyushu
2021,July,Nissan,SUV,4176,Hokkaido
2018,October,Mazda,Hatchback,4692,Chugoku
2015,July,Mazda,Sedan,4408,Shikoku
2016,October,Nissan,Hatchback,2925,Chubu
2019,October,Nissan,Convertible,2206,Kanto
2019,November,Subaru,Truck,4412,Kansai
2018,July,Mazda,Hatchback,2505,Kansai
2022,December,Subaru,SUV,3086,Kansai
2020,November,Honda,Sedan,2619,Chugoku
2019,July,Toyota,Sedan,4639,Kanto
2023,April,Toyota,Convertible,2275,Kyushu
2015,March,Subaru,Hatchback,1560,Tohoku
2010,January,Toyota,Sedan,3822,Kyushu
2020,July,Subaru,Truck,4971,Kansai
2023,September,Subaru,Hatchback,3447,Shikoku
2021,August,Mazda,SUV,1638,Hokkaido
2010,October,Subaru,Truck,1085,Kyushu
2012,June,Toyota,Hatchback,3072,Kansai
2022,January,Honda,Convertible,2364,Kansai
2016,April,Toyota,SUV,2085,Kanto
2021,September,Nissan,SUV,2486,Chubu
2017,February,Nissan,Sedan,1264,Chubu
2014,December,Subaru,Hatchback,3582,Tohoku
2016,April,Mazda,Hatchback,1778,Shikoku
2013,July,Honda,Hatchback,3860,Kyushu
2017,April,Nissan,Hatchback,4836,Tohoku
